transaction_id,loan_id,customer_id,name,transaction_date,transaction_amount,loan_amount,transaction_flag
1576,1179,581,"Kyle Fritz","6/26/2023 8:31",12038,29014,"High-Value Transaction"
4740,1179,782,"Jason Harvey","11/10/2020 15:57",22574,29014,"High-Value Transaction"
1664,1183,396,"Erica Terrell","11/12/2023 9:51",44537,75115,"High-Value Transaction"
4907,1183,424,"Raven Trujillo","6/23/2023 14:29",49800,75115,"High-Value Transaction"
435,1194,28,"Victor Haynes","9/20/2021 6:11",46134,49018,"High-Value Transaction"
4347,1195,192,"Alyssa Dennis","8/26/2020 18:57",37053,44766,"High-Value Transaction"
4771,1195,733,"Matthew Hensley","6/4/2023 17:13",47847,44766,"High-Value Transaction"
4080,1197,233,"Lance Valdez","4/5/2022 13:54",40015,113140,"High-Value Transaction"
1476,1198,319,"Miranda Clark","5/22/2020 22:22",30553,87579,"High-Value Transaction"
4054,1198,186,"Kendra Shields","8/19/2024 7:28",30510,87579,"High-Value Transaction"
4752,1198,991,"Donald Macias","10/5/2020 14:45",43284,87579,"High-Value Transaction"
340,1199,622,"Brian Guerrero","11/30/2022 23:01",40911,125415,"High-Value Transaction"
937,1207,686,"Anthony Morris","7/28/2020 11:11",33664,51407,"High-Value Transaction"
1271,1207,139,"Shannon Benson DVM","8/11/2021 2:30",24975,51407,"High-Value Transaction"
2455,1207,202,"Rodney Hamilton","1/13/2020 18:09",26695,51407,"High-Value Transaction"
1189,1211,921,"Sarah Smith","11/21/2022 16:42",19383,16617,"High-Value Transaction"
1325,1215,932,"Denise Leon","10/27/2020 0:58",38492,47105,"High-Value Transaction"
2541,1215,381,"David Lee","12/2/2020 1:57",21447,47105,"High-Value Transaction"
2525,1220,934,"Stephanie White","2/23/2024 1:35",43865,55707,"High-Value Transaction"
2267,1232,889,"Tristan Burke","1/14/2024 8:27",23682,50106,"High-Value Transaction"
2253,1239,748,"Ryan Gray PhD","1/1/2020 12:47",35907,81274,"High-Value Transaction"
4755,1239,403,"Debbie Forbes","9/15/2024 10:39",37896,81274,"High-Value Transaction"
3200,1254,905,"Catherine Hernandez","11/10/2022 3:21",49977,9169,"High-Value Transaction"
4806,1254,447,"Nicole Hodges","6/24/2023 1:26",11422,9169,"High-Value Transaction"
3805,1256,836,"Dawn Martinez","6/23/2024 19:20",13226,33368,"High-Value Transaction"
4657,1256,338,"Jeremy Brown","9/6/2020 13:37",30170,33368,"High-Value Transaction"
1611,1257,945,"Tammy Davis","10/26/2020 4:07",27796,52064,"High-Value Transaction"
3004,1257,136,"Anthony Johnson","8/25/2021 12:13",34903,52064,"High-Value Transaction"
531,1259,837,"Jeremy Wilson","8/17/2020 15:29",15650,19186,"High-Value Transaction"
1187,1260,922,"Rachel Edwards","7/19/2024 11:42",30241,77471,"High-Value Transaction"
2770,1260,314,"Kevin Gould","1/22/2022 23:15",37587,77471,"High-Value Transaction"
4884,1260,876,"Richard Garrison","9/10/2021 0:26",43348,77471,"High-Value Transaction"
3110,1266,502,"Vanessa Torres","1/9/2020 1:02",13676,40974,"High-Value Transaction"
3908,1266,465,"Benjamin Stewart","2/27/2022 12:21",18656,40974,"High-Value Transaction"
4233,1278,66,"John Perez","8/1/2024 19:57",35626,74785,"High-Value Transaction"
4632,1278,64,"Brent Adams","1/26/2023 5:27",35875,74785,"High-Value Transaction"
1503,1282,877,"Annette Mercado","7/6/2020 5:15",48084,80291,"High-Value Transaction"
668,1284,449,"David Moran","7/9/2021 4:34",44357,39557,"High-Value Transaction"
1266,1284,628,"Sara Thompson","6/3/2020 2:50",28592,39557,"High-Value Transaction"
4451,1288,345,"Christina Huang","6/30/2020 12:00",47711,53688,"High-Value Transaction"
1986,1293,824,"Sara Merritt","9/17/2023 13:07",39211,121631,"High-Value Transaction"
2315,1300,94,"Cheryl Potter","11/4/2020 7:50",40216,106461,"High-Value Transaction"
2353,1300,146,"Karen Fisher","2/22/2024 8:39",48609,106461,"High-Value Transaction"
471,1309,740,"Zachary Clements","3/29/2020 21:35",39837,100095,"High-Value Transaction"
2875,1312,46,"Meagan Bradley","9/8/2023 11:15",25083,79511,"High-Value Transaction"
556,1321,541,"Holly Smith","6/9/2021 2:31",42739,68929,"High-Value Transaction"
3655,1321,303,"Michael Watson","8/28/2022 11:25",25116,68929,"High-Value Transaction"
4162,1321,219,"Don Monroe II","1/11/2023 13:34",27784,68929,"High-Value Transaction"
4332,1321,597,"Joseph Pham","6/28/2024 20:39",40684,68929,"High-Value Transaction"
181,1337,963,"Jonathan Lang","1/20/2024 7:41",22568,61944,"High-Value Transaction"
3426,1337,827,"Penny Jordan DVM","1/24/2022 2:16",21537,61944,"High-Value Transaction"
1188,1339,567,"Mary Long","3/27/2020 6:50",28159,7039,"High-Value Transaction"
2046,1339,505,"Carrie Morrison","1/21/2024 0:33",15792,7039,"High-Value Transaction"
2171,1339,356,"Kara Tanner MD","9/4/2024 6:25",37647,7039,"High-Value Transaction"
1313,1341,680,"Timothy Marshall PhD","8/16/2023 22:22",49242,8554,"High-Value Transaction"
3142,1341,707,"Kaitlyn Lowery","7/3/2024 9:35",13096,8554,"High-Value Transaction"
4574,1341,508,"Jennifer Johnson","4/30/2020 23:31",33508,8554,"High-Value Transaction"
735,1348,344,"Jessica Simpson","12/19/2019 9:29",49929,154407,"High-Value Transaction"
137,1356,90,"Marie Koch","5/16/2024 2:27",42145,68568,"High-Value Transaction"
389,1356,468,"Bailey Hancock","6/29/2023 20:16",48536,68568,"High-Value Transaction"
4014,1361,765,"Teresa Phillips","11/12/2022 12:34",38634,61290,"High-Value Transaction"
3977,1381,127,"David Short Jr.","6/23/2020 7:30",44923,64980,"High-Value Transaction"
4998,1381,329,"Edward Love","9/15/2021 11:37",32133,64980,"High-Value Transaction"
2001,1384,116,"Christine Hicks","5/17/2022 20:12",23264,66128,"High-Value Transaction"
1227,1389,666,"Brittany Hall","12/19/2022 21:32",12783,29065,"High-Value Transaction"
1083,1399,70,"Travis Hammond","11/22/2024 4:39",33188,31181,"High-Value Transaction"
1552,1399,406,"Lorraine Adams","2/17/2020 14:38",47945,31181,"High-Value Transaction"
2072,1399,452,"Kristina Pearson","5/3/2021 14:32",38151,31181,"High-Value Transaction"
1041,1403,57,"Molly Thompson","11/18/2024 4:43",46472,82116,"High-Value Transaction"
288,1408,569,"Bryan Daniels","8/2/2022 18:59",39699,107419,"High-Value Transaction"
2818,1410,365,"Barbara Torres","2/12/2022 8:00",24958,83162,"High-Value Transaction"
3005,1414,901,"Danny Moody","11/2/2020 20:22",31062,82767,"High-Value Transaction"
2236,1420,162,"Rick Herrera","9/8/2022 2:51",43849,78465,"High-Value Transaction"
4781,1420,975,"Daniel Henderson","10/12/2020 22:11",38357,78465,"High-Value Transaction"
2381,1422,844,"Timothy Hester","10/10/2024 15:17",46429,68119,"High-Value Transaction"
2963,1422,309,"Mary Hall","6/7/2024 7:42",43067,68119,"High-Value Transaction"
274,1426,116,"Christine Hicks","10/31/2020 13:12",6817,11000,"High-Value Transaction"
538,1426,178,"Jennifer Johnson","10/26/2021 16:51",40921,11000,"High-Value Transaction"
1416,1429,676,"Alyssa Padilla","10/15/2021 7:11",20106,14977,"High-Value Transaction"
3727,1429,995,"Jamie Tapia","10/17/2023 2:09",21609,14977,"High-Value Transaction"
1749,1430,429,"Brandi Byrd","4/25/2023 12:27",35476,96633,"High-Value Transaction"
2310,1434,630,"Carol Russell","5/21/2023 23:39",35019,56880,"High-Value Transaction"
2890,1435,28,"Victor Haynes","5/18/2023 10:23",22933,75716,"High-Value Transaction"
2869,1437,955,"Jeffrey Roberts","5/26/2022 17:44",33116,29491,"High-Value Transaction"
4438,1442,376,"Cheryl Wilkinson","10/25/2021 23:07",37359,48667,"High-Value Transaction"
1141,1448,935,"Nicholas Ponce","1/13/2020 14:55",35468,26793,"High-Value Transaction"
4869,1448,941,"Donald Warren","7/15/2022 17:13",46878,26793,"High-Value Transaction"
1472,1449,249,"Donna Brown","2/29/2024 4:10",44111,19800,"High-Value Transaction"
3281,1450,603,"Heather Cannon","9/6/2022 14:04",34927,41400,"High-Value Transaction"
3389,1453,602,"Janice Jenkins","10/27/2024 16:46",34127,45290,"High-Value Transaction"
2128,1463,464,"Michael Montgomery","8/21/2020 18:38",41973,82208,"High-Value Transaction"
2197,1463,425,"Tommy Martinez","10/17/2023 22:30",27699,82208,"High-Value Transaction"
1016,1481,905,"Catherine Hernandez","11/29/2019 23:45",8937,25933,"High-Value Transaction"
2738,1483,931,"Jack Ramirez","2/26/2023 18:13",40139,96576,"High-Value Transaction"
3082,1483,606,"Christopher Sanchez","1/16/2021 2:54",38332,96576,"High-Value Transaction"
3480,1483,72,"Jacob Myers","4/16/2021 10:05",35671,96576,"High-Value Transaction"
4471,1487,486,"Maureen Johnston","8/21/2023 20:12",33071,17265,"High-Value Transaction"
717,1488,561,"Brittany Henry","9/22/2023 4:15",48305,45512,"High-Value Transaction"
2571,1489,996,"Stacy Hill","6/14/2021 15:16",38578,12916,"High-Value Transaction"
3066,1489,627,"Laura Nelson","10/2/2020 7:58",38020,12916,"High-Value Transaction"
1832,1496,708,"Shane Rivers","5/24/2022 20:14",31094,52670,"High-Value Transaction"
1420,1501,763,"Peter Warren","6/29/2022 10:48",44335,107613,"High-Value Transaction"
696,1503,398,"Nancy Day","7/30/2022 9:12",45977,36521,"High-Value Transaction"
4819,1503,933,"Joshua Rubio MD","5/20/2023 12:58",22564,36521,"High-Value Transaction"
1311,1507,476,"Dominique Anderson","9/12/2024 9:22",43565,113794,"High-Value Transaction"
3897,1508,590,"Robert Munoz","11/29/2022 7:08",44815,133247,"High-Value Transaction"
22,1511,306,"Heather Fletcher","5/31/2024 15:15",14975,48315,"High-Value Transaction"
2829,1511,436,"Sarah Taylor","12/29/2021 2:45",18141,48315,"High-Value Transaction"
4610,1511,6,"Debra Gibson","7/4/2022 14:12",21855,48315,"High-Value Transaction"
4160,1513,110,"Amanda Robbins","4/23/2020 9:23",41884,67172,"High-Value Transaction"
4496,1519,330,"Kimberly Rose PhD","11/29/2023 7:39",34417,89572,"High-Value Transaction"
2202,1527,282,"Crystal Adams","8/11/2022 19:15",36893,56756,"High-Value Transaction"
4086,1529,705,"Brad Soto","4/24/2024 1:14",15982,47041,"High-Value Transaction"
1282,1537,261,"Robert Carpenter","6/10/2022 13:51",25417,55321,"High-Value Transaction"
2667,1545,257,"Ashley Ball","1/1/2022 12:01",35729,82750,"High-Value Transaction"
3656,1547,759,"Kathleen Andrews","11/8/2023 1:13",25436,43536,"High-Value Transaction"
3417,1552,2,"Steven Hicks","1/26/2020 3:36",18216,6834,"High-Value Transaction"
4071,1552,267,"Dr. Kelly Nelson","12/24/2020 13:28",33915,6834,"High-Value Transaction"
4088,1552,34,"Jason Williams","8/27/2024 8:24",2312,6834,"High-Value Transaction"
4743,1555,817,"Emily Rodriguez","11/28/2023 13:47",36202,103360,"High-Value Transaction"
3163,1557,328,"Craig Taylor","10/9/2024 20:31",6667,7846,"High-Value Transaction"
3387,1557,493,"Erika Rivera","5/11/2023 5:16",13144,7846,"High-Value Transaction"
3647,1557,490,"Victoria Gibson","4/22/2020 18:29",31511,7846,"High-Value Transaction"
4813,1557,276,"Brandon Guerrero","7/8/2021 20:00",13626,7846,"High-Value Transaction"
1828,1576,346,"Richard Harper","4/27/2020 9:00",36619,55640,"High-Value Transaction"
518,1580,527,"Mr. Charles Arnold DDS","3/4/2020 9:21",48831,61403,"High-Value Transaction"
1225,1580,47,"Elizabeth Bass","7/19/2022 10:28",44414,61403,"High-Value Transaction"
4172,1583,741,"Luke Jacobs","12/16/2019 18:49",45835,50967,"High-Value Transaction"
3124,1587,917,"Keith Armstrong","5/19/2021 8:55",26064,77751,"High-Value Transaction"
2527,1590,590,"Robert Munoz","3/7/2024 14:13",40462,119574,"High-Value Transaction"
2032,1600,576,"Charles Carpenter","6/18/2021 13:30",34087,17670,"High-Value Transaction"
4608,1611,94,"Cheryl Potter","6/24/2024 2:05",37740,96518,"High-Value Transaction"
613,1620,774,"Amy Deleon","11/11/2024 8:04",33736,83657,"High-Value Transaction"
609,1622,642,"Martin Allen","1/9/2021 6:29",37941,125044,"High-Value Transaction"
2704,1622,500,"Stacie Ellis","8/15/2022 10:37",48505,125044,"High-Value Transaction"
1413,1624,88,"Melissa Roberts","6/27/2021 2:03",49865,76472,"High-Value Transaction"
3550,1641,592,"Tyler Mcgee","12/10/2023 14:50",32216,90868,"High-Value Transaction"
3646,1645,613,"Tom Clark","10/16/2023 16:48",27757,6588,"High-Value Transaction"
4655,1645,65,"Colleen Rivers","6/24/2024 8:12",38078,6588,"High-Value Transaction"
357,1646,109,"Derrick Smith","1/19/2024 10:03",39569,64426,"High-Value Transaction"
1595,1647,100,"Jasmine Chavez","7/21/2024 3:03",47747,134932,"High-Value Transaction"
52,1649,352,"Danielle Durham","5/11/2021 9:56",46233,36824,"High-Value Transaction"
1861,1649,762,"Marie Sanchez","9/20/2020 22:55",25710,36824,"High-Value Transaction"
4028,1649,729,"Raymond Hansen","5/15/2023 4:03",27744,36824,"High-Value Transaction"
4417,1649,833,"Sarah Frank","3/27/2021 9:24",34387,36824,"High-Value Transaction"
649,1654,536,"Annette Sanders","10/14/2024 15:30",49284,141005,"High-Value Transaction"
1597,1657,2,"Steven Hicks","5/5/2023 5:25",37556,105244,"High-Value Transaction"
3787,1665,793,"Charles Ramos","7/11/2024 21:43",27834,39947,"High-Value Transaction"
4446,1666,469,"Jessica Davis","9/26/2024 7:40",48572,107769,"High-Value Transaction"
3703,1673,209,"Courtney Lewis","10/17/2020 16:14",46647,90881,"High-Value Transaction"
1507,1677,513,"William Carpenter","1/18/2023 17:27",30637,56719,"High-Value Transaction"
3516,1677,508,"Jennifer Johnson","5/30/2023 7:21",45523,56719,"High-Value Transaction"
4124,1677,177,"Sylvia Miller","9/21/2024 13:11",44455,56719,"High-Value Transaction"
3807,1687,661,"Carmen Avila MD","10/3/2020 6:58",17277,36717,"High-Value Transaction"
515,1689,479,"Jason Harris","5/6/2021 2:28",46859,54919,"High-Value Transaction"
975,1689,363,"Timothy Casey","7/25/2021 21:56",32859,54919,"High-Value Transaction"
805,1694,982,"Debbie Watson","5/5/2023 22:37",39324,43322,"High-Value Transaction"
3816,1694,73,"John Lewis","8/31/2020 23:53",48890,43322,"High-Value Transaction"
470,1695,620,"Heather Dunn","9/8/2024 2:19",18506,35103,"High-Value Transaction"
1549,1695,18,"Vanessa Smith","9/4/2021 11:00",30839,35103,"High-Value Transaction"
3085,1695,699,"Susan Torres","3/11/2022 11:23",49228,35103,"High-Value Transaction"
4037,1695,392,"Andre Stewart","12/29/2019 21:21",21571,35103,"High-Value Transaction"
1252,1711,136,"Anthony Johnson","6/30/2020 1:11",22423,42320,"High-Value Transaction"
1009,1747,60,"Andrea Anthony","12/10/2023 19:21",39450,103401,"High-Value Transaction"
235,1750,141,"Brian Cain","12/6/2020 13:02",36121,97272,"High-Value Transaction"
2182,1750,851,"Ronald Frazier","5/1/2023 15:24",32113,97272,"High-Value Transaction"
1909,1754,369,"Christy Solis","5/4/2020 8:19",28406,75447,"High-Value Transaction"
4537,1754,787,"Jeremy Scott","2/19/2022 20:52",43530,75447,"High-Value Transaction"
4439,1757,429,"Brandi Byrd","6/17/2023 16:52",42840,17798,"High-Value Transaction"
1354,1759,981,"Ricky Schroeder","6/29/2021 21:26",21175,70033,"High-Value Transaction"
1028,1760,172,"Lisa Chan","10/24/2023 11:48",5356,16990,"High-Value Transaction"
3328,1760,445,"Donna Hill","6/4/2023 4:46",27107,16990,"High-Value Transaction"
498,1761,210,"Henry Ritter","7/29/2020 6:41",32196,96671,"High-Value Transaction"
2296,1761,799,"Gregory Hunt","12/3/2020 18:34",32326,96671,"High-Value Transaction"
4815,1765,564,"Cheryl Wang","5/11/2023 19:44",40748,113485,"High-Value Transaction"
884,1783,196,"Claire Cannon","7/5/2023 20:02",42329,113010,"High-Value Transaction"
1782,1786,382,"Robert Dominguez","7/20/2020 21:17",10583,20100,"High-Value Transaction"
2920,1786,404,"Brianna Bailey","5/27/2024 14:57",14255,20100,"High-Value Transaction"
58,1789,394,"Amber Sutton","11/26/2023 9:57",48896,74189,"High-Value Transaction"
2083,1789,349,"Kenneth Miller","3/4/2024 7:05",31788,74189,"High-Value Transaction"
200,1790,312,"Michael Davis","1/19/2023 22:06",32626,100472,"High-Value Transaction"
1740,1802,676,"Alyssa Padilla","5/12/2020 3:26",46297,39275,"High-Value Transaction"
3105,1802,670,"Tracy Wilkinson","12/20/2019 0:50",27461,39275,"High-Value Transaction"
3189,1802,193,"Victor Williams","1/8/2022 4:03",18923,39275,"High-Value Transaction"
836,1807,893,"Brittany Allen","12/4/2019 5:15",19840,30239,"High-Value Transaction"
3118,1827,617,"David Rogers","1/12/2024 9:59",29955,34990,"High-Value Transaction"
4222,1828,856,"Diana Powers","7/31/2022 5:44",43862,106292,"High-Value Transaction"
1551,1835,212,"Alex Sullivan","11/3/2021 21:53",45093,113883,"High-Value Transaction"
4809,1835,435,"Heather Ho","6/12/2021 16:20",43746,113883,"High-Value Transaction"
4319,1837,823,"Cynthia Davis","12/1/2019 3:20",37076,43330,"High-Value Transaction"
4896,1837,836,"Dawn Martinez","2/9/2020 16:50",33407,43330,"High-Value Transaction"
4955,1837,325,"Keith Chavez","3/18/2021 13:48",18208,43330,"High-Value Transaction"
4254,1840,203,"Teresa Berry","4/9/2021 15:56",40439,73342,"High-Value Transaction"
2729,1854,78,"Richard Weeks","8/8/2022 5:43",41457,66063,"High-Value Transaction"
1994,1860,509,"Jose Castaneda","7/15/2023 5:41",27472,72803,"High-Value Transaction"
400,1861,419,"Jonathan Wolf","8/28/2024 21:23",29225,41613,"High-Value Transaction"
3868,1863,646,"Ruben Mathews","4/27/2022 8:44",29575,81740,"High-Value Transaction"
3321,1865,79,"Mr. Henry Duffy","3/24/2021 20:23",36218,112406,"High-Value Transaction"
3003,1868,293,"Emily Wright","10/13/2020 16:04",43194,100291,"High-Value Transaction"
4484,1877,469,"Jessica Davis","7/15/2022 3:37",37653,43629,"High-Value Transaction"
2849,1880,506,"Thomas Villarreal","11/18/2024 2:21",31133,12405,"High-Value Transaction"
1550,1881,510,"Jeffrey Stone","11/19/2024 10:40",25438,50867,"High-Value Transaction"
2200,1881,904,"Kimberly Martin","10/20/2022 20:48",22372,50867,"High-Value Transaction"
1594,1884,165,"Michael Estes","11/4/2024 0:26",38058,126100,"High-Value Transaction"
3018,1884,783,"Amanda Miller","8/22/2021 2:45",39658,126100,"High-Value Transaction"
285,1897,742,"Lindsay Robertson","11/13/2021 11:57",18574,39040,"High-Value Transaction"
4885,1897,163,"Daniel Moore","5/29/2022 16:22",16485,39040,"High-Value Transaction"
1980,1899,886,"Brandon Butler","5/13/2020 16:47",23543,53501,"High-Value Transaction"
3821,1899,755,"Marie Gonzalez","6/25/2022 22:04",31626,53501,"High-Value Transaction"
2333,1905,461,"Barbara Bauer","6/15/2023 1:18",37037,94806,"High-Value Transaction"
2406,1909,473,"Jose Morris","4/17/2021 3:06",39970,128156,"High-Value Transaction"
1048,1916,47,"Elizabeth Bass","1/27/2022 21:07",34196,75462,"High-Value Transaction"
1401,1916,497,"Rachel Montgomery","1/18/2021 16:37",47110,75462,"High-Value Transaction"
1376,1919,12,"Katherine Martinez","8/4/2023 5:33",6261,18320,"High-Value Transaction"
2291,1936,500,"Stacie Ellis","2/3/2021 17:29",35071,113168,"High-Value Transaction"
475,1949,285,"Kimberly Snyder","9/27/2024 5:33",38831,29310,"High-Value Transaction"
2229,1953,131,"Nathan Long","8/7/2021 5:09",16374,38832,"High-Value Transaction"
2825,1953,760,"William Spencer","8/30/2021 15:23",14029,38832,"High-Value Transaction"
3840,1953,139,"Shannon Benson DVM","3/31/2021 9:28",29948,38832,"High-Value Transaction"
2336,1960,695,"Joel Aguilar","5/3/2024 7:22",40603,62300,"High-Value Transaction"
3689,1967,239,"Jessica Welch","2/10/2021 2:02",29978,58009,"High-Value Transaction"
2464,1982,257,"Ashley Ball","2/7/2020 8:34",46922,55046,"High-Value Transaction"
3626,1982,520,"Anita Williams","7/9/2021 7:46",17966,55046,"High-Value Transaction"
3040,1987,769,"Jesse Mccarthy Jr.","2/26/2023 13:59",49524,43576,"High-Value Transaction"
161,1994,366,"Brianna Marsh","8/25/2024 23:22",41530,15459,"High-Value Transaction"
3057,1994,251,"Teresa Huffman","8/5/2022 4:34",21075,15459,"High-Value Transaction"
3492,1994,786,"Joe Pittman","1/8/2021 1:57",5977,15459,"High-Value Transaction"
3538,1995,140,"Diane Crosby","11/9/2024 22:50",47173,9088,"High-Value Transaction"
1306,1996,986,"Stephen Clark","10/26/2022 16:48",34413,24856,"High-Value Transaction"
1807,1996,534,"Jason Moore","2/1/2022 2:57",22221,24856,"High-Value Transaction"
3534,2010,630,"Carol Russell","3/31/2024 7:37",49555,36547,"High-Value Transaction"
4058,2010,16,"Jonathan Patel","12/27/2023 20:24",12190,36547,"High-Value Transaction"
1837,2012,803,"Joshua Carlson","2/28/2024 10:13",31049,25207,"High-Value Transaction"
1538,2013,757,"Thomas Thomas","12/7/2020 14:23",41734,81590,"High-Value Transaction"
4676,2013,350,"William Garrett","10/29/2024 13:21",43321,81590,"High-Value Transaction"
3808,2019,824,"Sara Merritt","9/14/2020 22:21",38302,8605,"High-Value Transaction"
3227,2022,193,"Victor Williams","4/8/2022 4:23",24574,9415,"High-Value Transaction"
4000,2025,737,"Keith Deleon","10/13/2023 21:16",41695,99771,"High-Value Transaction"
125,2026,221,"Angel Garcia","11/11/2024 12:11",31322,77497,"High-Value Transaction"
1647,2033,635,"Jason Bautista","1/31/2024 13:32",37168,72547,"High-Value Transaction"
503,2053,116,"Christine Hicks","4/12/2021 18:50",41389,74648,"High-Value Transaction"
152,2056,892,"Robert Lewis","11/25/2021 4:45",39912,25401,"High-Value Transaction"
2850,2056,480,"David Tate","2/12/2023 8:22",26556,25401,"High-Value Transaction"
785,2058,417,"Brenda Blankenship","2/9/2020 11:35",42557,117245,"High-Value Transaction"
2959,2058,159,"Ann Mooney","7/19/2020 23:41",38979,117245,"High-Value Transaction"
1127,2061,871,"Charles Rogers","1/16/2024 7:16",21327,22641,"High-Value Transaction"
2102,2061,304,"James Perry","8/22/2022 21:21",22159,22641,"High-Value Transaction"
2292,2061,9,"Margaret Miller","11/9/2020 19:15",46751,22641,"High-Value Transaction"
4474,2061,898,"Paul Robinson","4/2/2024 8:13",32180,22641,"High-Value Transaction"
2416,2066,549,"Trevor Pruitt","6/7/2023 18:00",43133,130181,"High-Value Transaction"
3837,2066,810,"Christopher Stone","6/20/2023 22:43",49365,130181,"High-Value Transaction"
2166,2067,388,"Elizabeth Williams","10/7/2024 21:25",35805,55334,"High-Value Transaction"
2763,2067,626,"Jennifer Wade","5/25/2024 3:53",46629,55334,"High-Value Transaction"
1856,2071,264,"Scott Cole","12/7/2023 15:29",34234,85515,"High-Value Transaction"
4828,2076,378,"Evan Jones","10/18/2022 21:38",14467,35237,"High-Value Transaction"
1442,2085,18,"Vanessa Smith","1/19/2021 0:38",46794,140294,"High-Value Transaction"
3275,2085,347,"Christine Wilson","5/9/2022 4:52",48921,140294,"High-Value Transaction"
1174,2086,503,"Kristin Logan","6/17/2024 23:12",49728,17200,"High-Value Transaction"
3000,2086,145,"Andrea Edwards","6/4/2021 16:49",40438,17200,"High-Value Transaction"
3415,2086,901,"Danny Moody","9/1/2021 7:33",20990,17200,"High-Value Transaction"
579,2088,576,"Charles Carpenter","3/14/2021 22:28",48592,124415,"High-Value Transaction"
4210,2093,52,"Steven Watkins","5/5/2024 11:05",46446,33650,"High-Value Transaction"
1862,2098,568,"Jason Parker","12/8/2022 18:30",38743,62446,"High-Value Transaction"
2564,2098,453,"Daniel Ray","9/8/2024 7:17",22140,62446,"High-Value Transaction"
1432,2105,969,"Keith Mcpherson","7/16/2020 7:21",39054,97855,"High-Value Transaction"
4106,2111,182,"Martin Gonzalez","2/24/2023 10:47",45454,56646,"High-Value Transaction"
20,2112,706,"Taylor Hill","6/18/2023 17:17",16064,17029,"High-Value Transaction"
4592,2119,16,"Jonathan Patel","11/1/2020 19:14",41343,116619,"High-Value Transaction"
2427,2123,619,"Brandon Morrison","7/13/2023 6:07",42196,89079,"High-Value Transaction"
3386,2123,48,"David Ellis","12/27/2020 18:52",37906,89079,"High-Value Transaction"
4074,2126,198,"Luke Miller","4/5/2023 1:22",28597,39192,"High-Value Transaction"
4137,2126,962,"Alan Carlson","2/6/2021 13:48",34601,39192,"High-Value Transaction"
790,2132,551,"Heather Mueller","11/1/2024 22:12",48692,21762,"High-Value Transaction"
3056,2137,364,"Jacqueline Guerrero","8/18/2023 21:56",40114,67819,"High-Value Transaction"
2548,2139,176,"Miranda Rodriguez","5/31/2021 9:07",19829,40298,"High-Value Transaction"
4544,2140,744,"Brianna Martinez","9/26/2020 11:13",27012,76462,"High-Value Transaction"
4220,2151,463,"Wendy Ramirez","8/15/2023 20:08",49234,91764,"High-Value Transaction"
4833,2160,749,"Phillip Barnett","10/28/2020 2:41",45700,107064,"High-Value Transaction"
1605,2165,912,"Robert Jackson","2/17/2022 14:26",25969,82907,"High-Value Transaction"
1987,2165,640,"Ashley Fields","7/3/2022 17:44",44146,82907,"High-Value Transaction"
265,2168,869,"James Wilson","11/21/2024 22:25",18931,23900,"High-Value Transaction"
3071,2168,895,"Charles Espinoza","1/18/2024 1:31",8646,23900,"High-Value Transaction"
1913,2186,85,"Megan Leonard","1/10/2020 10:41",2948,8516,"High-Value Transaction"
2462,2186,18,"Vanessa Smith","12/28/2022 3:07",30950,8516,"High-Value Transaction"
2663,2186,733,"Matthew Hensley","3/20/2022 3:18",17731,8516,"High-Value Transaction"
458,2188,520,"Anita Williams","9/10/2021 8:07",23187,72383,"High-Value Transaction"
3678,2195,226,"Ms. Diane Drake","10/16/2023 6:45",46638,108239,"High-Value Transaction"
4081,2195,58,"Eileen Browning","1/16/2023 8:16",46695,108239,"High-Value Transaction"
2649,2203,774,"Amy Deleon","8/7/2023 11:09",47100,112483,"High-Value Transaction"
627,2206,241,"Holly Molina","11/19/2021 10:32",44959,86700,"High-Value Transaction"
2884,2206,436,"Sarah Taylor","4/12/2021 14:54",28700,86700,"High-Value Transaction"
4015,2206,102,"Stacey Walsh","4/26/2023 2:24",40308,86700,"High-Value Transaction"
1732,2218,971,"Christine Hampton","11/22/2023 10:38",37085,50668,"High-Value Transaction"
2007,2222,875,"Michelle Smith","4/23/2024 22:18",39598,116791,"High-Value Transaction"
4796,2222,134,"Joshua Cabrera","8/13/2020 9:13",49397,116791,"High-Value Transaction"
829,2226,201,"Andrea Murphy","4/5/2021 17:46",25803,72289,"High-Value Transaction"
1687,2226,841,"Marie Payne","12/29/2023 17:33",30620,72289,"High-Value Transaction"
1834,2226,550,"Jonathan Hernandez","9/12/2023 19:44",37794,72289,"High-Value Transaction"
297,2228,69,"Anne Ellison","11/1/2024 12:34",29025,93699,"High-Value Transaction"
1422,2228,191,"John Moore","11/13/2021 23:09",39515,93699,"High-Value Transaction"
4395,2228,58,"Eileen Browning","3/18/2021 2:57",39982,93699,"High-Value Transaction"
849,2235,752,"Kelly Freeman","9/5/2024 13:37",40274,89123,"High-Value Transaction"
4634,2235,298,"Thomas Neal","8/31/2021 10:56",40589,89123,"High-Value Transaction"
3541,2236,900,"Michael Russell","2/25/2020 12:11",31340,37401,"High-Value Transaction"
2348,2237,288,"Jonathan Carlson","12/18/2019 5:37",41795,123705,"High-Value Transaction"
81,2242,265,"Keith Summers","10/25/2023 22:37",19503,42003,"High-Value Transaction"
2203,2242,567,"Mary Long","5/17/2023 21:14",25092,42003,"High-Value Transaction"
